# OpenClaw Nightly Scan — Full Scored PR Report
# Generated: 2026-02-27
# Total scored: 5053
# Score >= 80: 166
# Score >= 70: 1974
#
# Format: SCORE | PR# | INTENT | TITLE
# ====================================================================================================

# ── CRITICAL (score >= 90) ──────────────────────────────────────────
 78 | #24601  | feature    |  logging: structured file log format [date time] [pid] [subsystem] level: messag
 78 | #24651  | bugfix     | fix(pi): respect agent model fallbacks when deciding failover
 78 | #25044  | bugfix     | fix(gateway): deny nodes tool on /tools/invoke by default
 78 | #25124  | bugfix     | fix(a2ui): prevent auto-navigation reload loop
 78 | #25223  | bugfix     | Docker: install extension workspace deps for memory-lancedb
 78 | #25421  | bugfix     | fix: pathPrepend case-insensitive PATH key lookup for Windows (#25399)
 78 | #25645  | feature    | feat(mesh): add Neural Mesh Protocol with P2P discovery and auth
 78 | #25958  | bugfix     | security(voice-call): enforce exact webhook path matching
 78 | #26104  | feature    | security: add config integrity verification (Spec 04)
 78 | #26427  | feature    | feat(config): support pass/gopass secret refs in config
 78 | #26508  | bugfix     | fix(agents): bootstrap cache never refreshes workspace files for long-running se
 78 | #26561  | bugfix     | fix(agents): add "google" provider to isReasoningTagProvider to prevent reasonin
 78 | #26567  | bugfix     | fix(config): skip redacted env vars in service install plan
 78 | #26596  | bugfix     | fix(agents): classify overloaded errors as timeout, not rate_limit (#22294)
 78 | #26646  | bugfix     | fix(cron): normalize jobId to id in store loader (#26564)
 78 | #26671  | bugfix     | security(discord): scope DM component pairing auth to accountId
 78 | #26746  | bugfix     | security(feishu): scope DM pairing approvals per account
 78 | #26760  | bugfix     | fix(whatsapp): catch connection-phase errors in reconnect loop (AI-assisted)
 78 | #26785  | bugfix     | fix(whatsapp): catch connection-phase errors in reconnect loop
 78 | #26791  | bugfix     | gateway: allow Control UI origin checks behind quick tunnel proxies
 78 | #27097  | bugfix     | fix: reject placeholder secrets in config.apply/config.patch writes
 78 | #27164  | bugfix     | fix(typing): prevent keepalive restart after cleanup during in-flight onReplySta
 78 | #27175  | bugfix     | fix(memory): prevent stuck typing on embedding model switch
 78 | #27356  | bugfix     | fix: delivery-mirror assistant messages break tool_call pairing on cross-provide
 78 | #27384  | bugfix     | fix(googlechat): keep startAccount pending until abort to prevent restart loop
 78 | #27403  | bugfix     | fix(memory/qmd): throw QmdScopeDeniedError instead of silently returning empty r
 78 | #27454  | bugfix     | fix(telegram): prevent crash loop on oversized file attachments
 78 | #27472  | bugfix     | fix(telegram): ensure polling initialization is abortable and retries…
 78 | #27474  | bugfix     | Mask API key snippets in /models and /model status output
 78 | #27492  | bugfix     | fix(workspace): detect user content to prevent re-bootstrapping after config los
 78 | #27578  | bugfix     | fix: normalizeToolParameters convert array-format to JSON Schema (fixes #27570)
 78 | #28086  | bugfix     | fix(feishu): re-throw rate-limit errors from typing indicator to trip circuit br
 78 | #28117  | bugfix     | fix(gateway): handle LLM API failures without crashing (fixes #23441)
 78 | #28132  | bugfix     | fix(agents): strip tool_use from errored/aborted messages to prevent cross-provi
 78 | #28199  | bugfix     | fix: fail fast on port conflict before heavy gateway initialization
 78 | #28205  | bugfix     | security(config): fail closed on invalid config
 78 | #28215  | bugfix     | fix(reply): prevent cross-run duplicate resend after message tool sends
 78 | #28341  | bugfix     | fix: stop leaking API key snippets in /models command output
 78 | #28399  | bugfix     | fix(matrix): fix accountId not forwarded in sendMessage tool action
 78 | #28494  | bugfix     | fix(feishu): break infinite typing-indicator retry loop on rate-limit / quota er
 78 | #28527  | bugfix     | fix: disable rejectHardlinks for pnpm-installed plugin manifests
 78 | #28540  | bugfix     | Telegram: add 60s download timeout to prevent gateway hang on video messages
 78 | #28577  | bugfix     | Secrets: default noOutputTimeoutMs to timeoutMs for exec providers
 77 | #2071   | bugfix     | fix: accept JSON string for cron.add job parameter (#1940)
 77 | #3368   | bugfix     | fix: sessions navigation, DM thread display, and DM thread delivery regression
 77 | #5031   | bugfix     | fix: add network connection error codes to failover classifier
 77 | #5179   | bugfix     | fix(cron): recover stale running markers
 77 | #7824   | bugfix     | fix(ui): remove --prod install flag that causes vite not found error
 77 | #8389   | bugfix     | fix(test): eliminate flaky chutes-oauth 'bad port' race condition (#8337)
 77 | #8559   | bugfix     | fix(macos): add NSRemindersUsageDescription for apple-reminders skill
 77 | #8985   | bugfix     | fix(telegram): preserve forum topic context for pairing auto-replies
 77 | #9416   | bugfix     | fix: drop errored/aborted assistant tool pairs in transcript repair
 77 | #10189  | bugfix     | fix: resolve file_path param in tool display for read/write tools
 77 | #10465  | bugfix     | Context pruning: strip image blocks instead of skipping
 77 | #10643  | bugfix     | fix(slack): classify D-prefix DMs correctly when channel_type disagrees
 77 | #10915  | bugfix     | fix: prevent session bloat from oversized tool results and improve compaction re
 77 | #11110  | bugfix     | fix(line): false 'not configured' warnings when tokenSource=file
 77 | #11170  | bugfix     | fix: classify subscription quota limit errors as rate_limit for failover
 77 | #11198  | bugfix     | fix(models): strip @profile suffix from model selection
 77 | #11349  | bugfix     | fix(agents): do not filter fallback models by models allowlist
 77 | #11529  | bugfix     | fix(wizard): strip shell-style backslash escapes from workspace paths
 77 | #11657  | bugfix     | fix(cron): treat skipped heartbeat as ok for one-shot jobs
 77 | #11740  | bugfix     | fix(gateway): remove IP-based canvas auth fallback
 77 | #11857  | bugfix     | fix: recompute stale cron nextRunAtMs on gateway restart
 77 | #11859  | bugfix     | fix: filter HEARTBEAT_OK messages from chat.history when showOk is false
 77 | #12048  | bugfix     | fix: deduplicate config warnings to log once instead of on every reload
 77 | #12195  | bugfix     | fix(agents): sync config fallback for lookupContextTokens cold-start race
 77 | #12257  | bugfix     | fix(mattermost): default table mode to 'off' for native Markdown rendering
 77 | #12260  | bugfix     | fix: redact secrets in tool results before persisting to session transcript
 77 | #12369  | bugfix     | fix: register unhandled rejection handler for Slack monitor
 77 | #12448  | bugfix     | fix: prevent cron list/status from silently skipping due jobs
 77 | #12471  | bugfix     | fix(voice-call): pass stream auth token via TwiML Parameter for Twilio Media Str
 77 | #12974  | bugfix     | fix: intermittent (no output) reported by users
 77 | #12978  | bugfix     | fix(telegram): use real message_id for inline button callback reactions
 77 | #13089  | bugfix     | fix(msteams): alias team config under channel conversation IDs for Agents SDK (#
 77 | #13176  | bugfix     | fix: resolve llm-task module import for global installs
 77 | #13580  | bugfix     | fix(telegram): skip updateLastRoute when dmScope isolates DM sessions
 77 | #14277  | bugfix     | fix(CLI): Use wss for probeUrl, when gateway has tls enabled
 77 | #14464  | bugfix     | fix(hooks): use configured primary model for slug generation (#14272)
 77 | #14471  | bugfix     | fix(discord): respect replyToMode 'off' in thread/forum channels
 77 | #14508  | bugfix     | fix(models): allow forward-compat models in allowlist check
 77 | #14550  | bugfix     | fix(ui): save button dead after model change on single-agent setups (#13338)
 77 | #14556  | bugfix     | fix(cron): exclude sandbox from shallow merge in isolated agent config
 77 | #14667  | bugfix     | fix: preserve missed cron runs when updating job schedule
 77 | #15163  | bugfix     | fix(errors): classify connection errors as retryable failover reason
 77 | #15240  | bugfix     | fix(bluebubbles): URL dropped when sent in same iMessage bubble as text (#15065)
 77 | #15251  | feature    | feat(web-fetch): send Accept: text/markdown header for Cloudflare Markdown for A
 77 | #15378  | feature    | feat(exec): support `background: false` to force synchronous execution
 77 | #15574  | bugfix     | fix(hooks): use configured model for llm slug generation (#15510)
 77 | #15896  | bugfix     | fix(memory-lancedb): capture even with injected recall context
 77 | #15985  | bugfix     | fix(telegram): defer buffer deletion until processing succeeds
 77 | #15996  | bugfix     | fix(agents): messages arrive out of order — tool output beats narration (#15968)
 77 | #16043  | bugfix     | fix(sandbox): align fs-bridge and fs-paths write checks with tool-gating logic
 77 | #16195  | feature    | feat(infra): add unified retry utility with exponential backoff
 77 | #16412  | bugfix     | fix(config): align tools.web.fetch schema with firecrawl/readability settings
 77 | #16509  | bugfix     | Fix sandbox path validation rejecting Docker bind mount paths
 77 | #16523  | bugfix     | fix(security): audit falsely flags dangerous commands in denyCommands (#16508)
 77 | #16525  | bugfix     | fix(shell): stop rejecting newlines in double-quoted args (#16470)
 77 | #16877  | bugfix     | fix: Authentication Rate Limiting is Opt-In Only - Disabled by Default
 77 | #17297  | bugfix     | fix(tui): copy-paste inserts spaces into long tokens at wrap points (#17282 #172
 77 | #17435  | bugfix     | fix(debounce): retry flush with exponential backoff to prevent silent message lo
 77 | #17815  | bugfix     | fix: use $HOME as cwd for global update to prevent path-dedot panic
 77 | #17918  | bugfix     | fix(telegram): start webhook listener before setWebhook + forward webhookPort fr
 77 | #18077  | bugfix     | fix: deduplicate TTS audio delivered via tool results
 77 | #18908  | bugfix     | fix(payloads): place tool warnings before assistant reply
 77 | #19108  | bugfix     | fix(telegram): fix send failure in closed forum topics
 77 | #19235  | bugfix     | fix(telegram): tool error warnings no longer overwrite streamed replies
 77 | #19269  | bugfix     | Fix Codex usage window label for weekly reset
 77 | #19344  | bugfix     | fix(sandbox): allow writes when workspaceAccess is 'none'
 77 | #19385  | bugfix     | fix: pass authProfileId from cron session to runEmbeddedPiAgent
 77 | #19422  | bugfix     | fix: pass session context to plugin tool hooks in toToolDefinitions
 77 | #19482  | bugfix     | fix(agents): only seed HEARTBEAT.md on brand-new workspaces
 77 | #19484  | bugfix     | Fix cron store backup churn
 77 | #19507  | bugfix     | security: block prototype pollution in template path resolver
 77 | #19573  | bugfix     | fix(infra): detect OpenClaw service env vars in supervisor hint check
 77 | #19595  | bugfix     | fix: elevatedDefault should default to off when tools.elevated.enabled is true
 77 | #19670  | bugfix     | fix(config): guard config.apply against catastrophic key loss
 77 | #19684  | bugfix     | fix: change elevatedDefault fallback from 'on' to 'off'
 77 | #19816  | feature    | feat(slack): add typingReaction config for DM typing indicator fallback
 77 | #19828  | feature    | feat: reply notifications for macOS and web UI
 77 | #19937  | bugfix     | fix(gateway): validate token/password auth modes and isolate gateway auth env in
 77 | #19981  | feature    | feat(matrix): enable block streaming
 77 | #20014  | bugfix     | fix(nodes): use formatExecCommand for approval request command text
